"epoch","n","mean","sd","median","min","max"
"epoch_E1_mega_meal_size",6,7.46275838656993,0.440887316106489,7.29374110953058,7,8.02777777777778
"epoch_E2_mega_meal_size",6,7.33109735122119,0.9580501359822,6.89035087719298,6.70588235294118,9.2
"epoch_E3_mega_meal_size",6,7.52797122658572,0.438448807784744,7.41052631578947,7.2,8.39024390243902
"epoch_E4_mega_meal_size",6,6.93549783549784,0.309139409535914,6.91666666666667,6.57142857142857,7.32727272727273
