"epoch","n","mean","sd","median","min","max"
"epoch_E1_number_of_snacks",6,266.833333333333,112.680817651749,297.5,99,387
"epoch_E2_number_of_snacks",6,282.833333333333,77.2306070587734,300.5,162,369
"epoch_E3_number_of_snacks",6,189.333333333333,85.5655693995351,193.5,65,294
"epoch_E4_number_of_snacks",6,268.666666666667,95.2337475198087,250.5,168,392
