"Effect","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"epoch",190.47636699042,63.4921223301398,3,135.000000592544,11.2760864465994,1.19550323975089e-06
"day_in_epoch_factor",77.9761904761904,12.9960317460317,6,135.00000059039,2.30807180564886,0.0374384032095394
"epoch:day_in_epoch_factor",204.690476190476,11.3716931216931,18,135.000000592955,2.019592194724,0.0124598560970069
