"Group1","Group2","p_value"
"epoch_E2_meal_size","epoch_E1_meal_size",1
"epoch_E3_meal_size","epoch_E1_meal_size",0.165378654346072
"epoch_E4_meal_size","epoch_E1_meal_size",1
"epoch_E2_meal_size","epoch_E2_meal_size",NA
"epoch_E3_meal_size","epoch_E2_meal_size",0.167239734742447
"epoch_E4_meal_size","epoch_E2_meal_size",0.226570192766633
"epoch_E2_meal_size","epoch_E3_meal_size",NA
"epoch_E3_meal_size","epoch_E3_meal_size",NA
"epoch_E4_meal_size","epoch_E3_meal_size",0.287244322452409
