mouse_id,sex,epoch_E1_meal_size,epoch_E2_meal_size,epoch_E3_meal_size,epoch_E4_meal_size,,,,
FEDXC01,M,2.926829268292683,2.720689655172414,3.255144033,2.718213058419244,,,,
FEDXC02,M,2.758490566037736,2.563517915309446,2.7103658536585367,2.6055900621118013,,,,
FEDXC03,M,2.537444933920705,2.567685589519651,2.7644927536231885,2.650735294117647,,,,
FEDXC04,M,2.680147058823529,2.794117647058824,2.796747967479675,2.7857142857142856,,,,
FEDXC05,M,2.729032258064516,2.8409638554216867,3,2.9566326530612246,,,,
FEDXC06,M,2.7971014492753623,2.705084745762712,2.92,2.769230769230769,,,,
