"Effect","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"epoch",4663.49469902052,1554.49823300684,3,135.000000019591,15.4211575102065,1.10542688603513e-08
"day_in_epoch_factor",1645.4880952381,274.248015873016,6,135.000000006811,2.72063471018484,0.0158538192722433
"epoch:day_in_epoch_factor",2657.7976190476,147.655423280422,18,135.000000016032,1.46479262008501,0.112416575672148
