MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/10/2022 9:11:28,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,0,1,0,0,nan,nan,0.33
9/10/2022 9:27:51,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,0,2,0,0,nan,nan,0.46
9/10/2022 9:29:23,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,1,2,0,0,nan,nan,0.17
9/10/2022 9:29:36,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,1,2,1,0,Timed_out,nan,nan
9/10/2022 9:32:05,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,2,2,1,0,nan,nan,0.30
9/10/2022 9:32:43,1.16.3,Free_feed,11,3.82,2,0,Pellet,Left,2,2,2,0,Timed_out,187,nan
9/10/2022 9:32:57,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,2,2,3,0,1.49,14,nan
9/10/2022 9:34:08,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,2,3,3,0,nan,nan,0.30
9/10/2022 9:36:33,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,2,4,3,0,nan,nan,0.55
9/10/2022 9:36:34,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,2,5,3,0,nan,nan,0.06
9/10/2022 9:38:08,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,2,5,4,0,Timed_out,311,nan
9/10/2022 9:38:10,1.16.3,Free_feed,11,3.82,nan,0,LeftinTimeOut,Left,3,5,4,0,nan,nan,nan
9/10/2022 9:38:11,1.16.3,Free_feed,11,3.82,nan,0,LeftinTimeOut,Left,4,5,4,0,nan,nan,nan
9/10/2022 9:38:22,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,4,5,5,0,1.97,14,nan
9/10/2022 9:39:27,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,5,5,5,0,nan,nan,0.13
9/10/2022 9:39:40,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,5,6,5,0,nan,nan,0.04
9/10/2022 9:40:20,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,5,7,5,0,nan,nan,0.09
9/10/2022 9:40:28,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,5,7,6,0,Timed_out,126,nan
9/10/2022 9:41:54,1.16.3,Free_feed,11,3.82,2,0,Pellet,Left,5,7,7,0,Timed_out,86,nan
9/10/2022 9:42:23,1.16.3,Free_feed,11,3.82,2,0,Pellet,Left,5,7,8,0,16.44,29,nan
9/10/2022 9:43:53,1.16.3,Free_feed,11,3.81,nan,0,LeftWithPellet,Left,6,7,8,0,nan,nan,1.42
9/10/2022 9:44:02,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,6,7,9,0,Timed_out,99,nan
9/10/2022 9:44:36,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,6,7,10,0,22.81,34,nan
9/10/2022 9:47:07,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,7,7,10,0,nan,nan,0.09
9/10/2022 9:47:35,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,7,7,11,0,Timed_out,179,nan
9/10/2022 9:48:54,1.16.3,Free_feed,11,3.82,2,0,Pellet,Left,7,7,12,0,Timed_out,79,nan
9/10/2022 9:52:36,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,7,8,12,0,nan,nan,0.18
9/10/2022 9:53:48,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,7,8,13,0,Timed_out,294,nan
9/10/2022 9:54:01,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,7,9,13,0,nan,nan,0.49
9/10/2022 9:54:02,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,7,10,13,0,nan,nan,0.32
9/10/2022 9:54:34,1.16.3,Free_feed,11,3.82,1,0,Pellet,Left,7,10,14,0,33.59,46,nan
9/10/2022 9:55:06,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,8,10,14,0,nan,nan,0.03
9/10/2022 9:55:06,1.16.3,Free_feed,11,3.81,nan,0,LeftWithPellet,Left,9,10,14,0,nan,nan,0.02
9/10/2022 9:55:07,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,10,10,14,0,nan,nan,0.07
9/10/2022 9:55:08,1.16.3,Free_feed,11,3.82,nan,0,LeftWithPellet,Left,11,10,14,0,nan,nan,0.19
9/10/2022 9:58:23,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,11,11,14,0,nan,nan,0.08
9/10/2022 9:59:42,1.16.3,Free_feed,11,3.82,nan,0,RightWithPellet,Left,11,12,14,0,nan,nan,0.08
