MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
2022-10-03 09:13:57,1.16.3,Free_feed,4,3.84,,0,Poke,Left,0,1,0,0,,,0.06,0 days 00:00:00.000000000,0.0,,0.0,1.0,0.0,0,Free_feed
2022-10-03 09:15:03,1.16.3,Free_feed,4,3.84,1.0,0,Pellet,Left,0,1,1,0,,,,0 days 00:01:06.000000000,1.0,,0.0,0.0,,0,Free_feed
2022-10-03 09:15:41,1.16.3,Free_feed,4,3.84,4.0,0,Pellet,Left,0,1,2,0,21.3,38.0,,0 days 00:01:44.000000000,1.0,0.6333333333333333,0.0,0.0,,0,Free_feed
2022-10-03 09:30:18,1.16.3,Free_feed,4,3.84,,0,Poke,Left,1,1,2,0,,,0.02,0 days 00:16:21.000000000,0.0,,1.0,0.0,1.0,0,Free_feed
2022-10-03 11:23:35,1.16.3,Free_feed,4,3.83,1.0,0,Pellet,Left,1,1,3,0,,7674.0,,0 days 02:09:38.000000000,1.0,127.9,0.0,0.0,,0,Free_feed
2022-10-03 11:23:48,1.16.3,Free_feed,4,3.83,,0,Poke,Left,2,1,3,0,,,0.03,0 days 02:09:51.000000000,0.0,,1.0,0.0,1.0,0,Free_feed
2022-10-03 11:24:31,1.16.3,Free_feed,4,3.83,1.0,0,Pellet,Left,2,1,4,0,43.54,56.0,,0 days 02:10:34.000000000,1.0,0.9333333333333333,0.0,0.0,,0,Free_feed
2022-10-03 12:09:53,1.16.3,Free_feed,4,3.83,,0,Poke,Left,3,1,4,0,,,0.2,0 days 02:55:56.000000000,0.0,,1.0,0.0,1.0,0,Free_feed
2022-10-03 14:14:18,1.16.3,Free_feed,4,3.83,1.0,0,Pellet,Left,3,1,5,0,,10187.0,,0 days 05:00:21.000000000,1.0,169.78333333333333,0.0,0.0,,0,Free_feed
2022-10-03 14:49:54,1.16.3,Free_feed,4,3.83,3.0,0,Pellet,Left,3,1,6,0,,2136.0,,0 days 05:35:57.000000000,1.0,35.6,0.0,0.0,,0,Free_feed
2022-10-03 15:44:05,1.16.3,Free_feed,4,3.83,1.0,0,Pellet,Left,3,1,7,0,,3251.0,,0 days 06:30:08.000000000,1.0,54.18333333333333,0.0,0.0,,0,Free_feed
2022-10-03 17:01:43,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,3,1,8,0,,4658.0,,0 days 07:47:46.000000000,1.0,77.63333333333334,0.0,0.0,,0,Free_feed
2022-10-03 18:14:32,1.16.3,Free_feed,4,3.82,,0,Poke,Left,4,1,8,0,,,0.47,0 days 09:00:35.000000000,0.0,,1.0,0.0,1.0,0,Free_feed
2022-10-03 18:15:25,1.16.3,Free_feed,4,3.83,1.0,0,Pellet,Left,4,1,9,0,,4422.0,,0 days 09:01:28.000000000,1.0,73.7,0.0,0.0,,0,Free_feed
2022-10-03 18:15:37,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,1,10,0,0.74,12.0,,0 days 09:01:40.000000000,1.0,0.2,0.0,0.0,,0,Free_feed
2022-10-03 19:39:25,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,1,11,0,,5028.0,,0 days 10:25:28.000000000,1.0,83.8,0.0,0.0,,0,Free_feed
2022-10-03 19:40:20,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,1,12,0,43.76,55.0,,0 days 10:26:23.000000000,1.0,0.9166666666666666,0.0,0.0,,0,Free_feed
2022-10-03 19:58:28,1.16.3,Free_feed,4,3.82,2.0,0,Pellet,Left,4,1,13,0,,1088.0,,0 days 10:44:31.000000000,1.0,18.133333333333333,0.0,0.0,,0,Free_feed
2022-10-03 20:03:51,1.16.3,Free_feed,4,3.82,,0,Poke,Left,4,2,13,0,,,0.02,0 days 10:49:54.000000000,0.0,,0.0,1.0,0.0,0,Free_feed
2022-10-03 20:03:51,1.16.3,Free_feed,4,3.82,,0,Poke,Left,4,3,13,0,,,0.05,0 days 10:49:54.000000000,0.0,,0.0,1.0,0.0,0,Free_feed
2022-10-03 20:05:57,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,3,14,0,,449.0,,0 days 10:52:00.000000000,1.0,7.483333333333333,0.0,0.0,,0,Free_feed
2022-10-03 20:11:28,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,3,15,0,,331.0,,0 days 10:57:31.000000000,1.0,5.516666666666667,0.0,0.0,,0,Free_feed
2022-10-03 20:11:43,1.16.3,Free_feed,4,3.82,2.0,0,Pellet,Left,4,3,16,0,0.27,15.0,,0 days 10:57:46.000000000,1.0,0.25,0.0,0.0,,0,Free_feed
2022-10-03 20:15:22,1.16.3,Free_feed,4,3.82,1.0,0,Pellet,Left,4,3,17,0,,219.0,,0 days 11:01:25.000000000,1.0,3.65,0.0,0.0,,0,Free_feed
2022-10-03 20:30:47,1.16.3,Free_feed,4,3.82,2.0,0,Pellet,Left,4,3,18,0,,925.0,,0 days 11:16:50.000000000,1.0,15.416666666666666,0.0,0.0,,0,Free_feed
