MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/26/2022 9:01:28,1.16.3,Free_feed,1,4.22,3,0,Pellet,Left,0,0,1,0,55.00,nan,nan
9/26/2022 9:02:25,1.16.3,Free_feed,1,4.22,2,0,Pellet,Left,0,0,2,0,42.60,57,nan
9/26/2022 9:04:28,1.16.3,Free_feed,1,4.22,3,0,Pellet,Left,0,0,3,0,Timed_out,123,nan
9/26/2022 9:08:33,1.16.3,Free_feed,1,4.22,nan,0,LeftWithPellet,Left,1,0,3,0,nan,nan,0.07
9/26/2022 9:09:42,1.16.3,Free_feed,1,4.22,1,0,Pellet,Left,1,0,4,0,Timed_out,314,nan
9/26/2022 9:10:02,1.16.3,Free_feed,1,4.22,1,0,Pellet,Left,1,0,5,0,7.77,20,nan
9/26/2022 9:11:27,1.16.3,Free_feed,1,4.22,1,0,Pellet,Left,1,0,6,0,Timed_out,85,nan
9/26/2022 9:14:25,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,0,7,0,Timed_out,178,nan
9/26/2022 9:17:33,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,0,8,0,Timed_out,188,nan
9/26/2022 9:17:46,1.16.3,Free_feed,1,4.22,1,0,Pellet,Left,1,0,9,0,0.95,13,nan
9/26/2022 9:28:20,1.16.3,Free_feed,1,4.22,nan,0,RightWithPellet,Left,1,1,9,0,nan,nan,0.00
9/26/2022 9:28:47,1.16.3,Free_feed,1,4.22,1,0,Pellet,Left,1,1,10,0,Timed_out,661,nan
9/26/2022 9:29:01,1.16.3,Free_feed,1,4.21,2,0,Pellet,Left,1,1,11,0,0.54,14,nan
9/26/2022 9:29:14,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,12,0,0.68,13,nan
9/26/2022 9:34:53,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,13,0,Timed_out,339,nan
9/26/2022 9:38:10,1.16.3,Free_feed,1,4.21,2,0,Pellet,Left,1,1,14,0,Timed_out,197,nan
9/26/2022 9:45:05,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,15,0,Timed_out,415,nan
9/26/2022 9:45:20,1.16.3,Free_feed,1,4.21,2,0,Pellet,Left,1,1,16,0,0.88,15,nan
9/26/2022 9:45:34,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,17,0,1.56,14,nan
9/26/2022 9:55:05,1.16.3,Free_feed,1,4.21,2,0,Pellet,Left,1,1,18,0,Timed_out,571,nan
9/26/2022 9:55:19,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,19,0,2.38,14,nan
9/26/2022 9:55:32,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,20,0,0.61,13,nan
9/26/2022 9:57:03,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,21,0,Timed_out,91,nan
9/26/2022 9:57:24,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,22,0,8.66,21,nan
9/26/2022 10:09:39,1.16.3,Free_feed,1,4.21,2,0,Pellet,Left,1,1,23,0,Timed_out,735,nan
9/26/2022 10:14:06,1.16.3,Free_feed,1,4.20,4,0,Pellet,Left,1,1,24,0,Timed_out,267,nan
9/26/2022 10:14:26,1.16.3,Free_feed,1,4.20,4,0,Pellet,Left,1,1,25,0,3.27,20,nan
9/26/2022 10:18:44,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,1,26,0,Timed_out,258,nan
9/26/2022 10:23:20,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,1,27,0,Timed_out,276,nan
9/26/2022 10:23:32,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,1,28,0,0.81,12,nan
9/26/2022 10:23:45,1.16.3,Free_feed,1,4.21,nan,0,RightWithPellet,Left,1,2,28,0,nan,nan,0.07
9/26/2022 10:26:58,1.16.3,Free_feed,1,4.21,1,0,Pellet,Left,1,2,29,0,Timed_out,205,nan
9/26/2022 10:28:10,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,30,0,58.66,73,nan
9/26/2022 10:42:34,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,31,0,Timed_out,864,nan
9/26/2022 10:42:47,1.16.3,Free_feed,1,4.20,1,0,Pellet,Left,1,2,32,0,0.95,13,nan
9/26/2022 10:43:02,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,33,0,0.88,15,nan
9/26/2022 10:43:18,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,34,0,1.29,16,nan
9/26/2022 10:43:35,1.16.3,Free_feed,1,4.20,1,0,Pellet,Left,1,2,35,0,5.72,17,nan
9/26/2022 12:23:59,1.16.3,Free_feed,1,4.19,1,0,Pellet,Left,1,2,36,0,Timed_out,6024,nan
9/26/2022 12:24:12,1.16.3,Free_feed,1,4.19,1,0,Pellet,Left,1,2,37,0,1.02,13,nan
9/26/2022 12:24:25,1.16.3,Free_feed,1,4.19,1,0,Pellet,Left,1,2,38,0,1.08,13,nan
9/26/2022 12:24:41,1.16.3,Free_feed,1,4.19,2,0,Pellet,Left,1,2,39,0,1.83,16,nan
9/26/2022 12:25:02,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,40,0,7.43,21,nan
9/26/2022 12:25:19,1.16.3,Free_feed,1,4.18,1,0,Pellet,Left,1,2,41,0,5.25,17,nan
9/26/2022 12:25:37,1.16.3,Free_feed,1,4.20,1,0,Pellet,Left,1,2,42,0,5.93,18,nan
9/26/2022 12:25:53,1.16.3,Free_feed,1,4.20,2,0,Pellet,Left,1,2,43,0,2.58,16,nan
