MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/10/2022 8:54:12,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,1,0,0,0,nan,nan,0.11
9/10/2022 8:56:21,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,2,0,0,0,nan,nan,0.25
9/10/2022 8:58:04,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,3,0,0,0,nan,nan,0.11
9/10/2022 8:58:12,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,3,0,1,0,Timed_out,nan,nan
9/10/2022 8:59:24,1.16.3,Free_feed,5,3.89,nan,0,LeftWithPellet,Left,4,0,1,0,nan,nan,0.14
9/10/2022 8:59:24,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,5,0,1,0,nan,nan,0.05
9/10/2022 8:59:29,1.16.3,Free_feed,5,3.89,2,0,Pellet,Left,5,0,2,0,Timed_out,77,nan
9/10/2022 9:00:02,1.16.3,Free_feed,5,3.88,2,0,Pellet,Left,5,0,3,0,18.85,33,nan
9/10/2022 9:00:19,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,5,0,4,0,4.97,17,nan
9/10/2022 9:05:48,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,6,0,4,0,nan,nan,0.08
9/10/2022 9:05:51,1.16.3,Free_feed,5,3.87,1,0,Pellet,Left,6,0,5,0,Timed_out,332,nan
9/10/2022 9:06:07,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,0,6,0,3.88,16,nan
9/10/2022 9:06:42,1.16.3,Free_feed,5,3.88,nan,0,RightWithPellet,Left,6,1,6,0,nan,nan,0.63
9/10/2022 9:07:36,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,1,7,0,Timed_out,89,nan
9/10/2022 9:08:16,1.16.3,Free_feed,5,3.89,2,0,Pellet,Left,6,1,8,0,25.90,40,nan
9/10/2022 9:12:30,1.16.3,Free_feed,5,3.88,nan,0,RightWithPellet,Left,6,2,8,0,nan,nan,0.35
9/10/2022 9:12:38,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,2,9,0,Timed_out,262,nan
9/10/2022 9:14:37,1.16.3,Free_feed,5,3.88,3,0,Pellet,Left,6,2,10,0,Timed_out,119,nan
9/10/2022 9:14:49,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,2,11,0,0.54,12,nan
9/10/2022 9:15:07,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,2,12,0,6.75,18,nan
9/10/2022 9:15:23,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,2,13,0,3.47,16,nan
9/10/2022 9:15:35,1.16.3,Free_feed,5,3.87,2,0,Pellet,Left,6,2,14,0,0.74,12,nan
9/10/2022 9:15:54,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,2,15,0,7.22,19,nan
9/10/2022 9:16:11,1.16.3,Free_feed,5,3.89,1,0,Pellet,Left,6,2,16,0,4.36,17,nan
9/10/2022 9:16:54,1.16.3,Free_feed,5,3.88,2,0,Pellet,Left,6,2,17,0,31.94,43,nan
9/10/2022 9:17:24,1.16.3,Free_feed,5,3.88,nan,0,RightWithPellet,Left,6,3,17,0,nan,nan,0.37
9/10/2022 9:20:12,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,3,18,0,Timed_out,198,nan
9/10/2022 9:20:26,1.16.3,Free_feed,5,3.88,1,0,Pellet,Left,6,3,19,0,1.63,14,nan
9/10/2022 9:20:41,1.16.3,Free_feed,5,3.89,nan,0,LeftWithPellet,Left,7,3,19,0,nan,nan,0.22
9/10/2022 9:20:58,1.16.3,Free_feed,5,3.89,1,0,Pellet,Left,7,3,20,0,19.63,32,nan
9/10/2022 9:28:43,1.16.3,Free_feed,5,3.87,nan,0,RightWithPellet,Left,7,4,20,0,nan,nan,0.02
9/10/2022 9:29:08,1.16.3,Free_feed,5,3.88,nan,0,LeftWithPellet,Left,8,4,20,0,nan,nan,0.03
